sim#;thickness;TransportTimeAfterHeating;EnforcedTemperatureOfEntireSheet;QuenchingTimeInTool;QuenchingForce;spacing;DefaultToolTemperature;HARDNESS P1;HARDNESS P2;HARDNESS P3;THICKNESS P1;THICKNESS P2;THICKNESS P3;RUECKFEDERUNG P4;RUECKFEDERUNG P5;;;| AutoForm-SIGMA: Scatter Data Dump (MIME: text/csv)
140;1.481351452;24.34542785;906.9549118;6.088649682;1524318.333;1.986683554;269.3006391;374.6666565;365.6666565;343.3333435;1.337565064;1.455403686;1.460286498;-0.119634929;-0.092958193;;;
141;1.517095013;24.14460767;914.8173461;8.743648423;1099639.421;1.646210484;90.13143628;391.3333435;374.6666565;370.3333435;1.367838502;1.488606811;1.493815064;0.020360885;0.134249783;;;
142;1.469280366;10.98905171;932.4496926;5.50469222;1101597.815;0.555503909;218.8462284;478.6666565;463;479;1.319335938;1.441080689;1.448242188;-0.336458755;-0.33287009;;;
143;1.503667062;13.49188323;943.5496416;3.910483024;1674181.518;1.435497686;209.7076707;477.3333435;475.3333435;481;1.350911498;1.474934936;1.479817748;-0.347961432;-0.254125968;;;
144;1.536534479;12.71288815;912.8251645;5.041161743;1323660.753;1.727782421;263.1234884;446.6666565;438;456.3333435;1.374023438;1.504882813;1.512044311;-0.41484325;-0.281174505;;;
145;1.466260322;22.47503406;936.1075498;5.818977129;591514.9986;1.532427409;169.6292192;408.3333435;400.3333435;408.3333435;1.325846314;1.443684936;1.4453125;-0.052912939;-0.060008582;;;
146;1.490686856;18.47811163;947.1003821;7.616426752;1894324.723;0.618519919;120.7147793;441.3333435;457.6666565;462;1.343424439;1.464518189;1.469401002;-0.001974532;0.011651125;;;
147;1.45391109;11.41009054;948.6979762;3.622383499;568143.3464;0.744185158;157.6714974;485.3333435;474.3333435;483.6666565;1.301106811;1.424153686;1.430989623;-0.336688903;-0.299985995;;;
148;1.535132109;18.0491147;901.1448664;3.095232086;645000.4445;0.316130889;211.2996808;395.6666565;399.3333435;396;1.379882813;1.503255248;1.510742188;-0.357784834;-0.350040835;;;
149;1.457638015;16.1206898;921.8970241;4.612305751;1860993.897;1.825945454;253.8542497;419.3333435;434;442;1.3125;1.431640625;1.436523438;-0.384784613;-0.309121716;;;
150;1.513379557;12.43051984;939.583323;9.29330553;680364.8203;0.704181666;130.9355568;481;472.6666565;483.3333435;1.35546875;1.481770873;1.489908814;0.032876451;0.056336858;;;
151;1.527808862;13.45825661;938.7320185;5.464551772;999498.6462;0.841182098;268.11252;464.6666565;447;468.6666565;1.370117188;1.495768189;1.503255248;-0.398659092;-0.401152758;;;
152;1.525701486;16.39908371;911.3368619;9.799886027;883771.3936;0.183057656;193.3756883;408.3333435;423;432.6666565;1.373046875;1.492513061;1.501953125;-0.046434275;-0.033453012;;;
153;1.523780168;22.44735471;919.9288793;5.997615511;1347339.544;0.119007033;122.5075819;393.3333435;387.6666565;393.6666565;1.370117188;1.492513061;1.500651002;0.028659411;0.018962895;;;
154;1.549885127;15.0550178;900.7403263;7.151894991;1105060.127;0.203647323;196.8828572;411.6666565;422.6666565;433.3333435;1.390625;1.512695313;1.524088502;-0.081279953;-0.06503979;;;
155;1.543398599;18.65339013;934.9011993;2.560253591;1896215.304;0.177113312;263.5587374;411.3333435;429.6666565;442;1.388020873;1.508138061;1.518880248;-0.347977696;-0.444800021;;;
156;1.514097919;22.63898122;915.8033981;8.329639356;1583290.376;0.732137249;208.1016363;381.6666565;374.6666565;381.3333435;1.361979127;1.48828125;1.4921875;-0.047552608;-0.030134145;;;
157;1.522907264;22.15268602;917.4502063;2.40224194;1682801.101;1.883601031;81.64575038;394;388.3333435;394;1.373697877;1.498372436;1.500976563;-0.127030129;-0.106981305;;;
158;1.505186734;18.78804919;914.917395;7.35201352;593438.3428;1.001286479;203.8933489;410;403.6666565;411.6666565;1.356119752;1.479166627;1.481770873;-0.123066107;-0.116450623;;;
159;1.521105795;24.68352974;944.2093214;4.778864681;1946941.415;0.918431487;259.1125165;428.3333435;430.3333435;433;1.371744752;1.495117188;1.5;-0.277604367;-0.240877736;;;
160;1.455613998;12.8178585;902.2037909;4.08161879;1542612.81;1.353981499;287.8092046;421.3333435;416;436;1.313802123;1.430013061;1.435221314;-0.271790806;-0.151767169;;;
161;1.477539897;24.63951714;930.9126136;9.663080171;1688898.797;0.986365089;88.15754743;389.3333435;382.3333435;388;1.333658814;1.453125;1.456705689;-0.010318814;0.12086462;;;
162;1.479791802;12.65996619;934.4512234;5.137885517;1818068.026;0.924694202;238.846464;470;468;476;1.326171875;1.448567748;1.457356811;-0.360695576;-0.312944334;;;
163;1.531966273;12.61486762;917.9004576;2.539670521;967920.9683;1.857491234;144.2141077;464.6666565;448.3333435;470;1.374023438;1.501953125;1.508138061;-0.357312939;-0.21820921;;;
164;1.485816975;18.43805287;936.6541743;9.231648708;944992.5532;1.828036214;85.95617722;428;442.6666565;450;1.341145873;1.460611939;1.463867188;-0.036583017;0.057659721;;;
165;1.485034754;17.82617582;925.2478738;6.489589261;1499151.192;0.9431411;270.0796729;403.3333435;421.6666565;431;1.3359375;1.458333373;1.463867188;-0.385698388;-0.333025171;;;
166;1.521359369;16.68417352;906.7814207;2.248473388;1042748.515;1.565070936;228.0889157;392.6666565;407.6666565;423;1.364908814;1.494466186;1.496419311;-0.175225886;-0.117699461;;;
167;1.546746101;10.95558677;935.2354212;7.640914573;858165.9969;1.32162803;84.40093905;484.6666565;478;484.3333435;1.385091186;1.512369752;1.519856811;-0.005036476;0.003329374;;;
168;1.515119429;16.94994345;938.0157985;8.951744551;1088555.508;0.142664215;231.5845761;439;449;458;1.363932252;1.48046875;1.491210938;-0.100534102;-0.077791297;;;
169;1.518403433;23.33638577;918.403412;5.469309263;1464707.741;1.027601376;198.1164306;380.3333435;373.6666565;379.3333435;1.370117188;1.491210938;1.495442748;-0.082957651;-0.043055857;;;
170;1.494802206;20.2900951;905.3951499;5.286988515;617880.2617;0.507894226;270.3529611;375;362;370.3333435;1.345703125;1.469075561;1.472330689;-0.312081772;-0.302258415;;;
171;1.488302595;17.88810735;949.4049679;7.704988576;1665843.419;1.785531879;242.2491508;441;455;462;1.338216186;1.4609375;1.466145873;-0.282685479;-0.279829694;;;
172;1.507684771;10.52333297;907.4431704;6.361383041;1574572.601;0.89012792;195.8219062;468.3333435;453.3333435;467;1.3515625;1.474283814;1.484375;-0.293101334;-0.232756492;;;
173;1.490910835;11.5161714;914.396261;7.149356848;636580.3036;1.912478146;235.1066393;455.6666565;437.3333435;456.3333435;1.333984375;1.462890625;1.467122436;-0.284137364;-0.302736939;;;
174;1.54829754;13.83378057;903.4888477;8.906126108;1032506.447;1.239780325;92.11305886;438.3333435;443;450.3333435;1.384765625;1.515950561;1.522786498;-0.031231034;0.010707981;;;
175;1.526810097;24.37585963;924.852598;8.069008913;936873.3609;0.200884166;247.0008642;389;366;375.3333435;1.373046875;1.49609375;1.502929688;-0.076707634;-0.062842814;;;
176;1.471169863;14.14363039;935.0002653;2.43929336;1107136.831;1.698099887;287.5862421;439.6666565;427;453.3333435;1.324544311;1.446940064;1.450195313;0.341462678;0.644387557;;;
177;1.492411872;20.63546968;916.1947607;7.279344352;1759675.053;0.356663998;121.2195723;402;397.6666565;403;1.346679688;1.465494752;1.470377564;0.00730435;0.02495733;;;
178;1.457224523;21.41424707;948.4480672;7.228014867;652479.5379;0.751713456;138.4842273;420;428.3333435;436.3333435;1.316080689;1.435221314;1.437174439;0.069875582;0.066322157;;;
179;1.468975388;21.13760898;948.0462246;6.783573004;1461495.805;1.184423293;114.1738732;425.6666565;436;442;1.327473998;1.445963502;1.447591186;-0.035248731;0.00992105;;;
180;1.517700071;12.63747477;920.9619405;6.920293712;579568.5318;0.872867748;247.7352567;452;437.6666565;459.6666565;1.358398438;1.488606811;1.494140625;-0.358080181;-0.358681329;;;
181;1.500524133;16.92719408;929.5953066;4.52781649;1036827.294;1.97612561;280.5946402;417.6666565;429;441.6666565;1.351236939;1.475260377;1.478515625;-0.442252417;-0.226594795;;;
182;1.545796685;13.6323195;947.7624972;3.203616897;1443876.925;0.711781655;278.208624;467.6666565;449;469;1.380859375;1.510416627;1.519856811;-0.055749948;0.100241101;;;
183;1.495904258;15.01002464;939.8027791;2.080123648;1623609.347;1.921601042;136.3146803;466.6666565;464;474;1.346679688;1.469726563;1.473632813;-0.30801678;-0.231758299;;;
184;1.475031806;17.93985494;912.6879432;2.598673979;803514.189;0.115718303;113.4283255;418;411.3333435;421;1.331705689;1.450195313;1.452799439;-0.182219018;-0.155005965;;;
185;1.516099649;24.27921534;940.1893471;7.592205546;698785.7553;1.375035361;225.2802105;397.3333435;388.3333435;397.3333435;1.36328125;1.489908814;1.492513061;-0.090832277;-0.0912005;;;
186;1.494900764;10.22531341;913.7377251;3.352473229;1953399.096;1.256998051;135.4989711;479.6666565;470.6666565;474;1.33984375;1.463541627;1.472330689;-0.320400119;-0.19459697;;;
187;1.500578219;20.72717184;939.0841967;3.160802541;776788.7522;1.298863387;200.7298128;414.3333435;420.3333435;429;1.35546875;1.4765625;1.478190064;-0.359531238;-0.305137711;;;
188;1.516299834;24.01173429;931.0941788;9.873853635;1318466.325;1.116095759;92.4225631;396.6666565;389.3333435;396;1.366536498;1.488932252;1.493815064;-0.04864539;0.069097772;;;
189;1.477787832;13.43241629;902.7566797;5.226505173;904731.4074;0.852483924;198.0429731;430.6666565;433;445;1.330403686;1.453450561;1.456054688;-0.295688489;-0.27392458;;;
190;1.528055028;21.85276151;913.148128;6.951220377;1833952.973;0.74790573;112.2752258;388.3333435;383.6666565;388;1.372721314;1.501953125;1.506510377;-0.007681343;0.046355847;;;
191;1.47719562;14.96020217;928.2938684;5.896158158;1712014.874;0.675536118;107.7506732;453.3333435;460.3333435;465;1.330078125;1.448567748;1.456054688;-0.058528332;-0.043522112;;;
192;1.494029248;23.27998666;901.4775339;5.991055894;917533.0864;1.899184185;200.6434942;346.3333435;338;346;1.344075561;1.468098998;1.471679688;0.027405662;0.038702891;;;
193;1.508784715;19.13973936;932.8012383;2.228756405;1918860.456;0.956213706;291.1224317;396.3333435;420.6666565;424.3333435;1.355794311;1.481119752;1.486328125;0.255926376;0.266661643;;;
194;1.522748085;12.21637541;938.4539358;4.830118621;1559096.93;0.281676214;105.9361036;484.6666565;475.6666565;485;1.366210938;1.484375;1.499674439;-0.077926737;-0.061716768;;;
195;1.517511743;11.50173502;926.8554008;4.249575923;1472340.19;0.510259836;183.9253986;478.6666565;466.3333435;478;1.359049439;1.482747436;1.494466186;-0.319744788;-0.309864919;;;
196;1.471744442;21.38540422;911.7192629;2.479620808;751842.2958;1.137119753;236.6935226;386.3333435;360.3333435;375;1.329101563;1.448893189;1.450846314;-0.320981959;-0.213709725;;;
197;1.545369227;12.93535558;949.1525247;9.283307744;1391195.984;1.416833118;134.6051181;485;480.3333435;486;1.384440064;1.510091186;1.518880248;-0.126594867;-0.081357017;;;
198;1.467088565;24.5609641;927.7351418;7.513104213;1247931.287;1.522940645;253.5447056;391;384.6666565;375.3333435;1.324869752;1.443684936;1.446940064;-0.11260147;-0.085031962;;;
199;1.48550241;17.69680294;920.3015078;7.498074705;1191338.663;0.57332714;162.1723031;408.6666565;426;433.3333435;1.339192748;1.460611939;1.463541627;-0.047443011;-0.02103557;;;
200;1.493628403;20.26029455;928.5963777;4.589501624;1543120.745;1.846457331;93.29658566;423;418.3333435;425;1.348958373;1.469401002;1.471028686;-0.026942308;-0.003186922;;;
201;1.476427889;11.38393823;912.6908234;7.624002497;1428395.479;1.988593764;241.6087127;458.6666565;448;465;1.325520873;1.44921875;1.454752564;-0.3117579;-0.305928452;;;
202;1.494177354;21.95652109;902.9808829;4.922648239;1579034.123;1.374914275;277.5166448;360.3333435;347.6666565;355;1.344401002;1.467447877;1.472005248;-0.239389612;-0.16368487;;;
203;1.540459229;16.10792436;911.9591934;7.755466679;1083579.672;1.30448096;119.1265829;420.3333435;433.3333435;442;1.379557252;1.511393189;1.515299439;-0.067287077;-0.050369309;;;
204;1.492834245;19.94095847;912.4535091;6.800416099;1166014.313;0.692767173;205.7582902;399;390;400;1.342447877;1.466471314;1.470052123;-0.137317961;-0.12801196;;;
205;1.539794851;13.21809712;928.4885488;3.945791745;1013138.056;0.242098374;116.8823121;471.6666565;470.6666565;476;1.382486939;1.503580689;1.515950561;-0.150011192;-0.139869838;;;
206;1.472576367;13.87559561;949.4490179;8.927069148;1548029.473;1.122029638;244.005028;474;472.6666565;480;1.320638061;1.442708373;1.450520873;-0.297240547;-0.288661502;;;
207;1.455108177;11.86556609;942.6016477;3.10191211;1127789.775;1.788935525;148.1847374;484.3333435;472.6666565;485;1.308919311;1.427408814;1.43359375;-0.354357122;-0.25629246;;;
208;1.45090134;19.85480482;921.3949719;7.996975641;933340.6836;0.614569552;155.5025039;411;403.3333435;412.3333435;1.3125;1.428710938;1.430338502;0.01438561;0.050532092;;;
209;1.539035036;13.81986571;949.7532406;2.040116596;1268329.193;0.219076706;280.9970632;444.3333435;429.6666565;457;1.380533814;1.502929688;1.513020873;0.418572088;0.472653928;;;
210;1.490537829;19.17858201;934.0516918;8.842508598;1082052.358;0.550527229;149.767547;413;431.3333435;439;1.345052123;1.466145873;1.468098998;-0.005053973;0.026147119;;;
211;1.476995361;20.1672676;914.1470753;2.921923439;1007094.379;1.543639377;198.6226943;398.3333435;386.6666565;399.3333435;1.333007813;1.454752564;1.455729127;-0.339869288;-0.254617276;;;
212;1.458837026;14.46994833;923.2658063;6.766519001;1055085.175;0.430430302;251.5306746;439.6666565;444.3333435;454;1.313151002;1.431315064;1.436848998;-0.315685313;-0.321053308;;;
213;1.497991536;17.75407048;913.4295274;6.597679688;1589843.431;1.414837404;187.720752;398;417.3333435;424;1.350911498;1.472005248;1.476236939;-0.161045879;-0.143112339;;;
214;1.511405723;11.96553873;947.2097198;5.746271267;994865.3965;0.450309068;280.3915816;466.6666565;446.3333435;471.3333435;1.354817748;1.478190064;1.486653686;-0.49071582;-0.459120199;;;
215;1.539489337;15.31025772;930.3454243;9.504398868;513208.1298;0.305399272;155.0943261;450.6666565;457.3333435;462.6666565;1.380208373;1.506835938;1.514973998;0.031580233;0.031459098;;;
216;1.453107916;24.16800074;930.7003125;3.144333199;1722395.578;0.271071918;206.9433324;386.6666565;379.6666565;386;1.313802123;1.426432252;1.432617188;-0.237596866;-0.205848552;;;
217;1.51340292;16.42422296;937.8786207;2.634846983;1899220.979;1.188044547;207.4840273;447.6666565;453.6666565;463;1.362304688;1.486979127;1.491536498;-0.338612711;-0.25024081;;;
218;1.518002918;18.11905811;933.8052579;7.712836346;1615408.629;1.499660673;110.7608972;429.3333435;446.6666565;451;1.366861939;1.492838502;1.495117188;-0.072592225;-0.026404252;;;
219;1.479497309;15.50570733;914.4954919;9.3979364;1483503.433;0.276696251;117.2849157;427.6666565;440.6666565;447;1.331380248;1.452148438;1.45703125;-0.00716846;0.016615425;;;
220;1.540222186;15.72288916;948.1293156;7.23818721;1151988.734;1.787069177;125.9596095;472.3333435;474.3333435;479;1.386067748;1.513997436;1.515950561;-0.117619815;-0.112552262;;;
221;1.464558045;22.56594772;942.1344856;8.239894941;654660.4088;1.134624523;126.8322756;425;411.3333435;419;1.321614623;1.443033814;1.444010377;0.073778968;0.117572275;;;
222;1.450300746;17.55475681;915.6314601;2.464986501;991721.9099;1.57066964;103.6551889;405;418.6666565;428.3333435;1.313476563;1.430664063;1.429036498;-0.261190271;-0.254864659;;;
223;1.458690194;16.3466162;914.1969326;9.446665484;1647808.148;0.202719935;236.0536085;407.6666565;424.6666565;432;1.317057252;1.4296875;1.4375;-0.114952889;-0.109295162;;;
224;1.491994977;13.70293625;918.290474;7.287891244;1308645.628;1.864820584;194.0172796;452.3333435;453.3333435;461;1.34765625;1.465820313;1.468424439;-0.222997228;-0.190163869;;;
225;1.521802142;15.97034345;939.9746586;2.216334615;1947442.261;0.923190051;131.2049756;460.3333435;464.6666565;471;1.369140625;1.494466186;1.499674439;-0.311003997;-0.287328672;;;
226;1.492525215;18.75557504;944.748363;4.888409134;1269068.674;1.279862922;251.1248016;424.6666565;441;451;1.341471314;1.46484375;1.469075561;-0.38470152;-0.30936098;;;
227;1.479398977;23.73784111;939.5613921;9.655292523;1814899.916;1.658090783;234.4626035;404.6666565;411.6666565;406;1.337239623;1.454752564;1.458007813;-0.086152496;-0.055609718;;;
228;1.482197392;20.50553246;927.4127149;4.535784997;852476.6058;1.367301268;142.6323623;416;408.6666565;418;1.338216186;1.459635377;1.4609375;-0.078092556;-0.072872937;;;
229;1.509141793;18.05649788;931.4451871;6.844191978;1777834.005;0.393163497;199.2252586;420.3333435;439.3333435;445;1.359700561;1.477864623;1.486328125;-0.117003568;-0.129616514;;;
230;1.549199832;23.90442729;929.5463709;5.296775148;1930989.407;0.342256782;141.7420362;396;391.3333435;396;1.394856811;1.519205689;1.525065064;-0.022680913;0.018293962;;;
231;1.541502719;19.85259481;915.0953426;2.948861045;584794.1889;1.765295811;204.4967665;404;402;405;1.382161498;1.514322877;1.516601563;-0.382490221;-0.290131332;;;
232;1.547092104;23.58653495;905.8153985;9.022318177;1873665.148;1.596405432;254.9478622;353.6666565;345;351;1.390299439;1.517903686;1.5234375;-0.035923248;-0.017446981;;;
233;1.467738397;19.23881674;918.4535347;2.136322627;687519.4763;0.674745906;121.9219262;413;406.6666565;415.3333435;1.324544311;1.445963502;1.446614623;-0.334626217;-0.323467573;;;
234;1.510504138;20.8160584;903.5973913;7.035465501;1047387.721;1.694993385;188.9924545;374.3333435;367;376;1.357421875;1.484700561;1.486653686;-0.0385456;0.003894335;;;
235;1.478162394;14.60001861;943.1416018;8.617450514;1828969.126;0.708543579;137.8524949;471.6666565;475;478;1.331705689;1.450846314;1.457356811;-0.0586888;-0.036571581;;;
236;1.524122348;19.74964395;927.5523825;5.36641778;759274.9959;1.790889917;186.2074035;414;416;424;1.371419311;1.499348998;1.501627564;-0.171588802;-0.180983175;;;
237;1.535758692;21.86091444;904.8606791;9.430716042;1901724.575;0.972420202;197.5560753;368.3333435;363.6666565;369;1.3828125;1.507161498;1.512695313;-0.016709532;0.029015675;;;
238;1.475877992;24.17332088;939.0323638;4.707977881;1084789.208;1.891511564;228.6660933;397.6666565;385.6666565;398;1.331380248;1.452799439;1.454427123;-0.24437959;-0.204080277;;;
239;1.542994302;17.66717233;948.5967852;6.318064649;1351724.579;1.773817137;159.2644115;454;463.6666565;469.3333435;1.387695313;1.515299439;1.518880248;-0.164185771;-0.134983911;;;
240;1.533919714;20.00500937;904.742727;8.679614892;1364511.396;1.700362866;97.36641581;389.3333435;385;392;1.381184936;1.508463502;1.510742188;-0.064983534;0.028911022;;;
241;1.49430757;22.27216321;934.7885036;9.439255997;980452.1922;1.87764173;241.0443549;406.6666565;397;407.3333435;1.344726563;1.469075561;1.472330689;-0.110912111;-0.105302485;;;
242;1.513499838;11.48327289;932.548196;6.617130818;1724702.742;0.365143735;274.4227538;461;454.6666565;465.6666565;1.35546875;1.4765625;1.489583373;-0.445656005;-0.424910162;;;
243;1.493496762;21.21709025;924.2830136;6.69150156;1375195.23;0.878612144;223.0622984;405.6666565;395.6666565;404;1.34765625;1.467773438;1.471679688;-0.162508783;-0.140104912;;;
244;1.53453665;23.01197433;905.3126503;4.809401781;973953.1348;0.221748756;175.7747407;359.3333435;351.3333435;359;1.377604127;1.504231811;1.511393189;-0.01603108;0.017412562;;;
245;1.450801912;19.22314609;918.0008023;7.208066124;1024925.288;0.328525424;279.1033937;405.6666565;395.3333435;406;1.310546875;1.426757813;1.430338502;-0.316064403;-0.27966607;;;
246;1.45331243;16.27973318;942.0163108;9.081579598;1522125.647;1.781663428;100.4144409;456;464;468.3333435;1.315104127;1.431315064;1.432291627;-0.111673113;-0.001157887;;;
247;1.459805123;10.63139624;940.6644546;8.579317907;1790981.184;0.83322154;83.08565559;488.6666565;484.6666565;485.3333435;1.312174439;1.428385377;1.438802123;-0.05509132;-0.02046054;;;
248;1.481590459;20.52538452;941.8003789;6.331556436;1581626.992;0.977967219;105.7355326;413;433.3333435;439;1.336914063;1.457682252;1.460286498;-0.015713235;0.009365524;;;
249;1.450415356;12.53619922;903.4006078;7.400129228;1449657.7;0.650919872;149.9532273;444.6666565;447.6666565;453.3333435;1.301757813;1.420247436;1.429036498;-0.095606791;-0.088859044;;;
250;1.451800178;17.72187089;937.6957138;7.84207221;1807811.013;0.158948664;100.5516998;434.6666565;450.3333435;455;1.313802123;1.424479127;1.431315064;-0.028649959;-0.005232055;;;
251;1.523516667;22.594704;925.532951;8.812439039;1839692.588;0.921077929;153.4360767;399;394.3333435;399;1.372721314;1.497721314;1.500976563;-0.036507023;0.007322173;;;
252;1.489842373;11.07804157;917.4551662;6.231714542;1038692.692;1.271206089;276.0167636;450.6666565;427.6666565;454.6666565;1.337565064;1.462239623;1.467773438;-0.444647974;-0.342961343;;;
253;1.538798058;11.12732845;927.886272;4.900367422;1482263.961;1.037001632;202.9456934;479.6666565;467.6666565;478;1.372395873;1.504557252;1.513346314;-0.323953275;-0.303210031;;;
254;1.496722306;17.49334081;900.8777963;9.751879972;1870836.653;1.246680924;247.9386034;400;394.6666565;402;1.346679688;1.469401002;1.475585938;-0.167782564;-0.151707608;;;
255;1.476249519;12.06568336;923.01776;9.863878599;1316086.785;1.347078415;124.7316649;471.6666565;470;475.3333435;1.328125;1.447265625;1.453125;-0.14290698;-0.052455939;;;
256;1.453007008;19.01378405;912.0968907;4.615940972;1956288.357;1.010780618;172.6290201;406;401.3333435;408;1.312825561;1.429361939;1.432942748;-0.158479369;-0.125993918;;;
257;1.461300375;13.07432141;928.1457274;2.82113361;1819914.217;0.998658068;137.2598319;468;468.6666565;473.3333435;1.313476563;1.431966186;1.440429688;-0.302483324;-0.237255063;;;
258;1.535950431;21.89372846;930.0984802;8.128874298;1670278.392;1.372833126;168.7594577;411;405.6666565;412;1.379882813;1.507486939;1.51171875;-0.064993872;-0.04433087;;;
259;1.537474011;20.69615985;933.1996543;2.176364712;1846244.007;1.558074346;215.0695075;422;420;425.3333435;1.380859375;1.509440064;1.513997436;-0.291493784;-0.261760341;;;
260;1.547341486;17.43063442;920.8525001;7.864807647;565064.2532;1.230215371;241.9979707;401.6666565;421;430.3333435;1.384114623;1.517252564;1.521484375;-0.243796892;-0.266924866;;;
261;1.492089737;12.05594872;914.5951273;9.879661017;1170792.735;0.511947928;172.7176192;463;461;468.3333435;1.340494752;1.459960938;1.468424439;-0.074669843;-0.058052424;;;
262;1.542093665;13.03820579;924.6764024;7.472074989;1327497.043;1.450042234;283.9353275;452;430;454.3333435;1.3828125;1.508789063;1.516601563;-0.464788363;-0.402544852;;;
263;1.54848019;18.14691055;901.1672507;4.070983839;500245.8394;1.814647775;298.1315252;392;401.6666565;391.3333435;1.388346314;1.518880248;1.523111939;-0.189400837;-0.051892457;;;
264;1.466677353;13.02285385;933.5501128;6.557216762;1146369.706;1.283511626;284.2515463;457;438.6666565;465.3333435;1.316731811;1.4375;1.444986939;-0.487460752;-0.36678888;;;
265;1.485600083;17.53761063;907.715664;7.303139287;826314.9506;0.265639007;139.1592214;414.6666565;410.6666565;418;1.340169311;1.45703125;1.462890625;0.056910917;0.067703837;;;
266;1.467045743;10.72599903;914.999848;8.530303851;1754920.445;1.691991982;193.8020166;471.3333435;461.6666565;472;1.318684936;1.436523438;1.445638061;-0.202465611;-0.199927207;;;
267;1.49145793;13.67124986;946.4921879;5.434028245;1013005.039;1.295605046;214.791774;476.6666565;472;482;1.336263061;1.463216186;1.467773438;-0.323305882;-0.287899099;;;
268;1.474563739;16.6504971;911.3310012;7.927900256;789619.2756;0.566261335;191.9943525;401.3333435;416.6666565;427.3333435;1.327148438;1.450195313;1.453125;-0.083545566;-0.075441592;;;
269;1.488479157;17.47506108;940.9098638;7.000161748;1255596.264;1.154110874;183.5871695;439.3333435;451.6666565;459.3333435;1.337890625;1.464192748;1.467773438;-0.150824978;-0.155094284;;;
270;1.495659013;18.76999517;906.6957398;3.920971182;515208.8624;1.412991949;107.0969833;401;395;404.3333435;1.34765625;1.471354127;1.472330689;-0.03724476;-0.019590629;;;
271;1.464082902;18.94222226;949.2987634;7.87088179;637438.2264;1.93533154;261.4069434;422.3333435;436;447.6666565;1.327148438;1.443033814;1.441731811;-0.289366566;-0.300308982;;;
272;1.549298441;11.56609494;938.2875978;3.7030146;1890245.198;0.332810186;196.6968487;483.6666565;476;483.3333435;1.386067748;1.510091186;1.523763061;-0.384783136;-0.376326126;;;
273;1.485004088;22.43512789;923.6599623;7.384143191;1913116.523;0.252992527;238.4280273;392;384.6666565;391;1.342447877;1.456705689;1.462890625;-0.094764139;-0.065552988;;;
274;1.488211898;19.13013433;943.6415017;6.794405506;1159144.346;0.934568592;282.6840355;413.3333435;430.3333435;441;1.339192748;1.462565064;1.466796875;-0.40809649;-0.352568827;;;
275;1.535605137;24.22718881;916.2991862;2.90640347;1897882.474;1.53622676;149.4011643;393.3333435;367.3333435;371.3333435;1.380208373;1.508463502;1.512044311;-0.166024701;-0.124968419;;;
276;1.518693344;22.56158245;930.2188321;9.983952239;646605.5611;1.342476847;282.2966847;395.6666565;379.6666565;390.3333435;1.364257813;1.491536498;1.494466186;-0.179984296;-0.17654009;;;
277;1.530001373;16.0457526;914.7525646;8.200794712;1552996.869;1.168598353;85.50137329;426.3333435;440.3333435;446;1.370442748;1.498046875;1.505533814;-0.023703214;0.012931952;;;
278;1.453956604;19.91881153;931.2054647;4.567977015;1065592.248;1.251162969;226.4853899;421.3333435;411.6666565;422;1.315755248;1.431640625;1.43359375;-0.283252427;-0.253332189;;;
279;1.546919561;24.59403018;928.4381307;7.191689269;765501.2993;0.888804187;203.6555229;392;375.3333435;382.3333435;1.389973998;1.519856811;1.524739623;-0.053386422;-0.029354554;;;
280;1.498598469;23.96661297;912.8530063;2.817789566;984497.4185;1.083509533;236.4336694;387;352.3333435;359.3333435;1.3515625;1.474934936;1.476888061;-0.291903189;-0.233123943;;;
281;1.548639175;24.84999353;931.3896846;7.914864904;1559268.814;1.715654504;285.2865399;385;370.6666565;378;1.391601563;1.516601563;1.524414063;-0.174156691;-0.16178387;;;
282;1.515261844;18.90342001;939.7331563;3.902530545;1486988.012;1.320824303;201.5764946;423.3333435;441.3333435;449;1.360026002;1.487304688;1.492513061;-0.318150118;-0.288374044;;;
283;1.522337638;21.77320958;920.5302493;6.410500467;826995.6956;1.870497668;166.7989929;398.3333435;388.3333435;397;1.3671875;1.496744752;1.498046875;-0.004965096;0.003727843;;;
284;1.524472486;16.30188952;900.9559585;9.650517216;822990.2546;0.150555452;192.8955934;414.3333435;408;416.6666565;1.37109375;1.490885377;1.500976563;-0.039549241;-0.0244268;;;
285;1.548960428;24.78554323;910.0821641;7.040866735;925953.58;1.57312707;263.6939254;364.3333435;342.3333435;346.3333435;1.388671875;1.520833373;1.525065064;-0.10721228;-0.097584805;;;
286;1.468738018;20.44109127;913.5957617;6.430562523;805609.1927;1.868732817;85.72975356;399.6666565;391.3333435;399.3333435;1.327799439;1.446289063;1.446289063;0.00564488;0.066856316;;;
287;1.464299744;23.85808999;947.3358314;9.102578736;1358128.648;0.820818142;286.6572358;420.3333435;407;438.3333435;1.324869752;1.440755248;1.444335938;-0.238834071;-0.194494294;;;
288;1.489810892;20.8923976;915.691124;8.960661735;1800648.345;0.690945584;116.5289385;400.6666565;394.3333435;400;1.342122436;1.46484375;1.468424439;-0.008085807;0.03527435;;;
289;1.513698539;21.31341207;901.9026774;5.608757683;542125.9962;1.849788925;255.1765212;359.3333435;349.3333435;358.3333435;1.358398438;1.486653686;1.490234375;-0.185254795;-0.144893123;;;
