sim#;thickness;TransportTimeAfterHeating;EnforcedTemperatureOfEntireSheet;QuenchingTimeInTool;QuenchingForce;spacing;DefaultToolTemperature;HARDNESS P1;HARDNESS P2;HARDNESS P3;THICKNESS P1;THICKNESS P2;THICKNESS P3;RUECKFEDERUNG P4;RUECKFEDERUNG P5;;;| AutoForm-SIGMA: Scatter Data Dump (MIME: text/csv)
442;1.509930324;20.11004076;908.6266176;6.445186943;865580.0454;0.321169055;110.9497926;393.3333435;387;396;1.357747436;1.483398438;1.487304688;0.094818301;0.095626376;;;
443;1.507423917;13.4621977;913.945628;7.944617252;707045.5741;0.545266152;146.4237645;447.6666565;451.3333435;458.3333435;1.354166627;1.479817748;1.484049439;0.025711718;0.019470416;;;
444;1.475155756;13.48039292;916.2205329;8.10850117;666700.322;1.006886449;292.2060366;425.3333435;416.6666565;440.3333435;1.325846314;1.44921875;1.453450561;-0.4664639;-0.448193784;;;
445;1.48002205;15.17593453;942.9368478;2.657913222;1730463.084;1.735509011;147.066624;466.6666565;469.3333435;475;1.332356811;1.454427123;1.457682252;-0.344168526;-0.293393001;;;
446;1.515598654;10.8940651;938.0714198;5.312016981;1500595.638;1.405345887;95.17589543;488.6666565;483;485;1.357096314;1.481445313;1.490885377;-0.12199716;-0.09472518;;;
447;1.454210022;20.66686027;910.3968916;3.082728904;1598099.278;0.538040312;180.3637749;388.3333435;381.3333435;388;1.315104127;1.430989623;1.434244752;-0.242707298;-0.227417998;;;
448;1.496024913;17.60235333;945.5959446;9.046781725;1526523.701;1.228321956;180.4027416;445.6666565;457.6666565;464;1.342773438;1.469075561;1.473632813;-0.128725612;-0.118820143;;;
449;1.478996795;19.35860205;920.1522123;9.559747684;1407619.345;0.528085038;288.056815;407;400;408;1.331054688;1.451497436;1.456054688;-0.300872626;-0.256900553;;;
450;1.500797866;22.28689396;907.5428374;3.2755455;1864738.673;0.457449149;171.5506692;370.6666565;364.6666565;370;1.353190064;1.473307252;1.478515625;-0.165683481;-0.127697524;;;
451;1.471879543;14.51377616;937.392607;6.776820077;1361069.157;1.704049681;212.6224291;462.3333435;464.3333435;471;1.328450561;1.446289063;1.44921875;-0.272841083;-0.246184394;;;
452;1.501221257;22.95444587;904.7105645;7.160033693;611917.4459;0.505830532;86.57252695;358.3333435;352.3333435;359.3333435;1.350911498;1.475260377;1.479166627;0.211009561;0.170901666;;;
453;1.466080198;13.30520261;932.2987305;8.161431823;767602.3713;0.588777864;83.30110647;470;470;475.3333435;1.317382813;1.438476563;1.444335938;0.115687541;0.09418148;;;
454;1.452201362;17.59048962;921.7581667;4.407668632;1885814.535;0.927039407;90.80940967;411.6666565;431.6666565;436;1.309244752;1.425455689;1.431315064;-0.092424622;-0.070812272;;;
455;1.511062598;15.21562233;934.2167408;8.375829155;525565.7971;0.240274766;217.4962384;448.6666565;454.6666565;461.6666565;1.356770873;1.478515625;1.488606811;-0.073737069;-0.071035352;;;
456;1.46846296;19.64700872;927.2784356;5.722577295;855064.7594;1.867299963;132.7639545;423;415.3333435;425;1.330403686;1.446289063;1.446289063;-0.043437874;0.016641769;;;
457;1.469464704;10.69639216;941.2454057;7.418146495;1779597.449;0.101963155;278.0870873;470;461;470.6666565;1.319010377;1.43359375;1.446614623;-0.349128535;-0.316006626;;;
458;1.521854856;20.69789677;945.2423414;4.478524083;1232254.1;1.651733755;222.3365593;412.3333435;432.6666565;439.3333435;1.370117188;1.496419311;1.5;-0.309081587;-0.282307304;;;
459;1.537240416;24.97212445;901.5504951;6.585721137;604303.7924;0.350514669;211.9680908;348.3333435;325;331;1.384114623;1.506835938;1.514973998;0.02676767;0.023739804;;;
460;1.497435822;22.31667748;913.8442712;2.146447819;1517356.886;1.662740022;285.5862478;393.3333435;352;366;1.349934936;1.472330689;1.475260377;0.0408403;0.079247654;;;
461;1.473360132;19.46342642;918.9034373;7.199790026;1271205.423;1.537831574;98.03238003;415;409.3333435;417;1.333333373;1.451171875;1.452473998;-0.056892444;0.03222182;;;
462;1.484500849;18.27046516;928.967043;3.586013707;611167.9416;0.269184598;214.032906;407;425;434.3333435;1.336914063;1.456054688;1.461588502;-0.337372699;-0.358555273;;;
463;1.457941896;14.65655673;949.3846105;9.455411546;792832.4911;1.510283685;128.0918623;475.6666565;476;481;1.315104127;1.432291627;1.435872436;-0.101941682;-0.016293285;;;
464;1.511335764;11.83177297;914.099086;6.511877246;1724518.211;0.634962281;80.66177496;468.6666565;468.3333435;473;1.357096314;1.477539063;1.48828125;0.00501175;0.01560317;;;
465;1.514463326;10.36006889;903.206284;9.703378477;1122512.833;1.470012447;216.6127558;461;439.3333435;462.6666565;1.354166627;1.485026002;1.490234375;-0.205402177;-0.217140154;;;
466;1.505282278;14.66418275;948.9995089;8.966964025;1341134.813;1.241525191;145.7661565;477.6666565;478.3333435;482.3333435;1.3515625;1.477213502;1.481119752;-0.126350219;-0.079627643;;;
467;1.507064443;19.08920572;948.3543311;7.747268115;835297.5314;0.829683918;138.8165303;435.3333435;451.6666565;458.3333435;1.358398438;1.483072877;1.485351563;-0.014601796;0.006690207;;;
468;1.539187;12.15033619;907.071992;6.074646385;1180947.271;0.390562297;139.9012671;458.6666565;457.6666565;464.3333435;1.381184936;1.503255248;1.514648438;-0.086306615;-0.063360837;;;
469;1.504067305;14.87335145;930.072829;2.400932181;1490883.745;0.985049171;195.1053404;452.6666565;450;464.3333435;1.352864623;1.477213502;1.481445313;-0.248294611;-0.215834761;;;
470;1.463125029;11.1986016;947.2487566;4.224220124;1155102.397;0.734601666;280.0059033;469.3333435;454.3333435;472;1.316080689;1.434895873;1.441080689;-0.260233338;-0.179488656;;;
471;1.51850013;14.0923458;948.4252719;4.556030638;1958878.717;1.721756198;233.3173119;475.6666565;477;481;1.363606811;1.487955689;1.494466186;-0.330976765;-0.260602819;;;
472;1.523930861;15.02507292;937.9622103;9.471118628;1957179.817;1.984902272;204.4152186;463.3333435;466.6666565;472;1.37109375;1.493815064;1.499674439;-0.191127358;-0.165192348;;;
473;1.45821305;20.83063498;934.3656199;6.567319001;1566595.516;1.37902254;205.3684931;420;413.3333435;421;1.317382813;1.435546875;1.438151002;-0.149859937;-0.135377212;;;
474;1.549899741;17.2728779;926.1191897;4.34006471;1739234.134;0.274479448;162.084617;427.6666565;443;449;1.392903686;1.514322877;1.526367188;-0.183990261;-0.155920403;;;
475;1.455908014;18.06852881;933.1988399;3.496851457;1018110.384;0.248258294;247.6321488;414.3333435;429;440;1.314453125;1.429361939;1.433919311;-0.390735405;-0.428894319;;;
476;1.483600386;19.86988874;920.3820931;4.857093281;1700166.491;1.114642903;202.4376184;411;404;412;1.339518189;1.458658814;1.462565064;-0.221118875;-0.204168788;;;
477;1.524226782;11.73860855;911.4994418;3.543661971;1526071.969;0.818934986;288.6939714;436.6666565;421.6666565;441;1.364257813;1.493489623;1.501302123;-0.026319887;0.061966598;;;
478;1.451002047;14.19838355;915.9582162;2.860459448;762972.3012;0.147585651;299.1020209;410.3333435;411.6666565;427.6666565;1.308268189;1.423177123;1.429036498;-0.083282735;-0.044295486;;;
479;1.537958406;22.18926876;905.2513809;8.482294122;1257354.126;1.685056989;80.44117416;370.3333435;364.6666565;371;1.384765625;1.512369752;1.515299439;-0.0323575;0.070211899;;;
480;1.486103437;24.10230198;926.0544631;5.762660318;1103264.638;1.458730351;257.3954819;380.3333435;369;377;1.340494752;1.462239623;1.465820313;-0.189117647;-0.163070845;;;
481;1.49774804;13.9379248;936.4034377;6.911042961;582931.0368;0.521849962;168.4093504;466.6666565;468;474;1.344726563;1.469726563;1.474283814;-0.085287448;-0.065909533;;;
482;1.470526096;10.78392789;943.7934721;7.576495758;1667271.349;0.940051255;264.3191974;475.3333435;466;476.6666565;1.319335938;1.441080689;1.44921875;-0.430923869;-0.383798607;;;
483;1.458783999;13.26737024;912.2752029;2.65956555;1264686.715;1.273353576;148.4626354;448.6666565;447.6666565;458;1.315104127;1.434570313;1.436523438;-0.355839913;-0.276806971;;;
484;1.545486857;17.3542016;944.9274386;6.056103778;969453.2085;1.634478179;189.4919203;449.6666565;458.3333435;466;1.388671875;1.517903686;1.521484375;-0.219179953;-0.225302449;;;
485;1.525613106;14.55139906;947.7064696;3.26634877;807234.5422;1.603961287;210.7009908;471.3333435;460.3333435;479.3333435;1.365559936;1.496744752;1.500325561;-0.374910392;-0.251581723;;;
486;1.50958232;11.3669502;921.0950478;8.502935743;975447.9586;1.588497305;287.0153706;442;424.6666565;452;1.349283814;1.477213502;1.485026002;-0.460535655;-0.424937509;;;
487;1.504409971;11.31268023;918.5577066;5.952238464;1520053.003;0.397480387;83.80229967;476;464;477;1.349609375;1.468098998;1.48046875;-0.024887929;0.020939324;;;
488;1.528574908;11.09422465;908.4858133;2.416132339;839588.8819;1.104805473;216.892744;452.6666565;421.6666565;459.3333435;1.365234375;1.496744752;1.503255248;-0.005586983;0.069521934;;;
489;1.516499508;18.35101306;935.9159892;9.759645154;1386364.001;1.051544468;289.8554775;410.6666565;428.6666565;438.3333435;1.361653686;1.486653686;1.492513061;-0.377978851;-0.374937686;;;
490;1.455413872;19.5848706;911.6655763;6.114897111;1329005.751;1.515688647;288.4482941;395;387.3333435;391.3333435;1.3125;1.430338502;1.43359375;-0.325227182;-0.267960966;;;
491;1.494988112;10.75052045;932.1827942;8.897856318;1599068.879;1.235042133;94.34420184;487;482.3333435;484;1.340494752;1.461914063;1.470377564;-0.088234681;-0.005085631;;;
492;1.523701395;21.53895925;908.7911229;8.098248085;1385990.602;1.670014077;195.5688219;379.3333435;372;380;1.369140625;1.496744752;1.499348998;-0.05783091;-0.020601531;;;
493;1.541274797;18.52830922;902.7004882;2.376998077;705008.4181;1.965598091;217.2768856;387.6666565;414.3333435;387;1.381184936;1.514648438;1.515625;-0.306474795;-0.195126612;;;
494;1.50806543;16.48242672;905.719602;7.095517447;1550028.64;0.962680821;200.008007;400.3333435;416.6666565;425;1.356445313;1.481119752;1.486002564;-0.182642611;-0.164227848;;;
495;1.491404563;23.04221323;940.4034025;7.553510535;1381517.606;0.364244564;127.2522375;428.6666565;410.3333435;416;1.347330689;1.465494752;1.469075561;0.019923942;0.040977307;;;
496;1.501762251;20.90764643;941.2959146;6.663674588;1681820.559;1.169339089;245.4712822;421;424.6666565;429;1.355143189;1.475585938;1.480143189;-0.272742954;-0.242279972;;;
497;1.534861639;21.34351209;946.2594099;4.439526813;1222873.212;0.8946488;149.5134166;421.3333435;433;440;1.381184936;1.508138061;1.511067748;-0.175730235;-0.148204679;;;
498;1.46278705;23.96146392;916.6919171;9.037958881;580841.9306;1.851646869;115.8559003;395.3333435;370.3333435;370;1.317708373;1.439453125;1.441080689;0.06588858;0.154393859;;;
499;1.496539068;14.55978963;910.9598683;7.132067903;1196224.237;0.846625506;142.7720521;434.6666565;442;449.3333435;1.346679688;1.470377564;1.474283814;-0.098439274;-0.084540766;;;
500;1.504535511;16.13725828;904.0151963;2.303855766;560058.218;1.766268662;122.1106647;402.6666565;414.3333435;426;1.356445313;1.482747436;1.481770873;-0.331565074;-0.261832249;;;
501;1.523053038;11.59217557;902.953334;5.372101758;1989814.257;1.303117004;244.5995454;448.6666565;444.6666565;456;1.362955689;1.490559936;1.498697877;-0.383938256;-0.330035069;;;
502;1.522509381;10.58600435;949.863369;7.656407963;719651.4907;1.178385697;292.9427519;455;443;464.6666565;1.360351563;1.488932252;1.496744752;-0.479539764;-0.414773457;;;
503;1.480599856;17.6418145;937.0587267;5.822778978;553400.1975;1.190359242;271.1156446;413.6666565;430.6666565;443.3333435;1.329101563;1.455078125;1.458007813;-0.41999475;-0.37135829;;;
504;1.478787318;14.09148017;904.3530665;4.11120778;899563.6999;0.3345828;276.762271;411.3333435;417;431.3333435;1.330078125;1.450195313;1.456705689;-0.47356443;-0.425032844;;;
505;1.511583215;12.7560299;935.3802816;9.790062849;603711.3924;1.977165458;131.4545885;476;473.3333435;480;1.356770873;1.482421875;1.48828125;-0.072570514;-0.010382344;;;
506;1.525506465;13.29121689;918.1021788;9.246656813;1842454.116;0.662243018;268.7515947;445.6666565;445;456.3333435;1.366536498;1.490885377;1.501302123;-0.333200684;-0.353201484;;;
507;1.518183736;15.26265709;942.2794474;5.598146861;1577599.841;0.724756391;266.2381192;455.6666565;460.3333435;467;1.363932252;1.487630248;1.495117188;-0.455735888;-0.423139239;;;
508;1.475284005;12.41794721;920.505244;4.519803952;753991.3217;1.994196094;105.5208094;465.6666565;464;471;1.327148438;1.447916627;1.453125;-0.068939369;-0.091945538;;;
509;1.526508388;10.68899874;943.063893;8.911746154;832837.0056;1.225222744;95.76652978;477;481.3333435;485;1.365234375;1.491861939;1.5;-0.007684574;0.024089311;;;
510;1.510886513;14.06422556;910.5443824;3.74226794;1282606.746;0.877214537;281.5833194;421.3333435;427;439;1.354492188;1.479817748;1.486979127;-0.280398326;-0.189001072;;;
511;1.532882377;17.77292468;939.4068345;4.956843776;1403894.179;0.685244681;83.98579667;442.3333435;455.6666565;461;1.375976563;1.500976563;1.508463502;-0.031972717;-0.002856816;;;
512;1.488702449;21.90172655;902.8580377;5.394119737;664614.5555;0.891345225;259.2592704;357.3333435;344.6666565;353.3333435;1.343424439;1.463867188;1.466796875;-0.188897691;-0.160684859;;;
513;1.487135337;11.92665237;907.1758009;3.595453715;1062637.13;0.949722555;172.9642886;456;451;462.3333435;1.3359375;1.456705689;1.46484375;-0.311263111;-0.313119094;;;
514;1.487271195;24.95097352;916.5998344;9.897587523;916196.1399;0.759157731;192.6070384;395.3333435;390.3333435;362;1.341145873;1.461588502;1.465169311;0.023120561;0.072767251;;;
515;1.473615785;24.44469866;928.898046;2.128378097;1551585.99;0.861820416;215.7307222;381.6666565;374.3333435;380.3333435;1.330729127;1.450846314;1.453125;-0.271747429;-0.261951342;;;
516;1.531177538;15.43081295;914.5491126;9.63512397;804212.6042;0.111357564;270.7241954;412;422.6666565;434;1.375976563;1.493164063;1.506835938;-0.182811214;-0.194934634;;;
517;1.533733755;15.90781781;917.402163;2.488590214;1511301.075;0.624227235;116.2992927;431.6666565;442.3333435;450;1.375976563;1.506510377;1.510742188;-0.286023802;-0.304226715;;;
518;1.509488657;11.99106004;904.8883524;9.238784138;1378288.764;0.810721786;167.346848;454.6666565;454.6666565;461;1.356770873;1.481119752;1.486979127;-0.098206662;-0.080056179;;;
519;1.528906154;24.46617431;921.590087;5.336336186;1853661.439;0.955627068;111.9096798;399;378.3333435;378;1.376627564;1.498697877;1.506184936;-0.026216122;0.029705959;;;
520;1.50939256;14.58277059;940.736996;9.80924847;746072.0829;1.254925842;158.774288;467.6666565;470;475;1.354817748;1.483072877;1.486653686;-0.059272887;-0.015862381;;;
521;1.499733785;12.09644819;903.3266133;3.251059619;1743199.649;0.796931451;284.8080687;431.6666565;415.6666565;443;1.347330689;1.467447877;1.476236939;-0.063335341;0.033435753;;;
522;1.459675484;12.9550641;918.5405829;3.842616347;1895741.943;1.060397404;289.5932419;440.6666565;432.6666565;451.3333435;1.310872436;1.430013061;1.438476563;-0.197102953;-0.083794797;;;
523;1.526300272;15.46182628;907.7744681;9.005636657;1317493.517;1.101413042;159.2126549;420;432;440;1.367513061;1.497721314;1.501953125;-0.09795393;-0.088060924;;;
524;1.531420182;16.56233496;917.6634957;3.219723953;777662.5996;0.470830068;140.3682691;419.3333435;432.6666565;442.3333435;1.375;1.50390625;1.508138061;-0.263849434;-0.281851445;;;
525;1.495091164;16.70813087;926.3675092;4.043203206;1602459.289;1.955018402;127.8100615;432.6666565;446.3333435;452;1.348632813;1.470052123;1.472981811;-0.181232911;-0.132799355;;;
526;1.472165898;16.08581443;934.5121759;3.473207673;609394.5279;1.365182757;145.3322268;443.3333435;450;460;1.326171875;1.450195313;1.451171875;-0.290138814;-0.280421715;;;
527;1.529635127;21.47712674;905.6036703;6.606096617;1388282.451;0.494915462;175.3905271;374.3333435;368;375;1.376302123;1.501627564;1.505859375;-0.024599908;0.005645151;;;
528;1.518804357;19.19374952;924.0875311;3.173022861;620470.7285;1.081491573;247.434241;400.3333435;411.6666565;416.3333435;1.362630248;1.493489623;1.495768189;-0.430856533;-0.283701026;;;
529;1.538193237;12.17562622;936.0546856;3.120356799;1748975.373;0.665604838;270.962814;460.3333435;447.6666565;465.3333435;1.378580689;1.502604127;1.513020873;-0.101605149;0.00910456;;;
530;1.470201697;14.52878168;917.7425304;6.517859452;1113077.544;1.002954591;93.93229696;444.6666565;450.3333435;457;1.323567748;1.444335938;1.448893189;-0.015193451;-0.009470139;;;
531;1.466218422;17.11693482;911.2486602;4.047684989;954890.918;0.856385146;145.2382611;401.3333435;417.3333435;426;1.323567748;1.443359375;1.4453125;-0.172310212;-0.14941488;;;
532;1.488813752;10.40224992;928.3487692;8.049860428;731796.9101;0.468005137;109.3112067;484.6666565;473.3333435;480.3333435;1.334960938;1.455403686;1.465494752;0.108514422;0.084114375;;;
533;1.54491766;13.71686966;936.6073504;4.736145832;796472.6012;1.961231611;277.2920171;455.3333435;433;456;1.379557252;1.513020873;1.51953125;-0.359173178;-0.178175508;;;
534;1.527113444;23.37308093;907.6097628;7.776456384;1908412.939;0.345314677;271.5593577;358;348.3333435;354;1.372395873;1.496744752;1.504882813;-0.126966401;-0.120620758;;;
535;1.505577253;20.85917105;917.1164535;6.973732082;624706.4722;1.751561607;151.7636484;398;391;399.3333435;1.357747436;1.481445313;1.483072877;0.007861647;0.003008667;;;
536;1.511220679;14.83047821;929.20621;9.118617504;851817.1609;0.384968554;184.1461626;453.6666565;457;465;1.358398438;1.483072877;1.487304688;-0.041374825;-0.035347873;;;
537;1.478366929;22.71139252;911.0918218;5.424394191;1539439.435;1.485317202;274.1585393;370;357;363;1.332356811;1.452799439;1.457356811;-0.237970281;-0.132905302;;;
538;1.485304492;12.20517205;905.3475549;2.272731857;1738015.979;1.237468849;107.8835146;454;452.3333435;461;1.334309936;1.456380248;1.463867188;-0.34431197;-0.246809179;;;
539;1.47965785;13.85869803;942.7474736;7.432196717;1200854.419;0.970164085;173.882514;475;475.3333435;480;1.332682252;1.453450561;1.457682252;-0.188070768;-0.16209003;;;
540;1.480212897;10.16543776;942.7016709;5.458188095;667501.0285;0.835238871;153.2120594;476;478;482.6666565;1.327148438;1.448893189;1.457682252;-0.199088464;-0.164216362;;;
541;1.545396367;18.58857249;925.2973293;3.127095733;970941.2458;0.426769818;137.575402;410.3333435;428;437;1.389648438;1.513346314;1.519856811;-0.224539084;-0.267428681;;;
542;1.464803538;20.12708404;929.848355;5.145550535;735971.7645;1.887804299;260.6264582;412.6666565;404.3333435;414;1.321614623;1.442708373;1.443684936;-0.340396238;-0.29159863;;;
543;1.511836707;24.3543223;946.2923904;8.456253757;1851162.84;0.13808138;268.4582559;421.3333435;439;438.3333435;1.366210938;1.481119752;1.489583373;-0.149016367;-0.129981764;;;
544;1.537366151;18.54822775;912.7409716;4.545297564;1640118.901;0.816457638;236.9168622;412.3333435;407.3333435;414;1.379231811;1.506835938;1.512369752;-0.334093941;-0.310782221;;;
545;1.530058291;10.75338557;937.1721369;9.054877972;1998300.5;1.210975725;258.8204766;471.3333435;465.6666565;472.3333435;1.368164063;1.495442748;1.504557252;-0.35503784;-0.37721226;;;
546;1.549134996;14.28991633;945.1911447;2.328706861;1061012.031;0.886728204;234.0081851;464.3333435;448;477.3333435;1.385416627;1.515950561;1.5234375;0.008377075;0.091463464;;;
547;1.481900972;13.05948546;907.7269077;8.508064699;817730.5237;0.394108888;200.081783;441.6666565;442.3333435;453;1.332682252;1.454427123;1.458984375;-0.117338607;-0.092451875;;;
548;1.474834993;14.96491261;928.5772397;9.639296978;1974464.061;1.809735613;87.38851708;454.3333435;461.3333435;465;1.329427123;1.446289063;1.453125;-0.151997301;-0.031227476;;;
549;1.463889251;20.15500119;913.442603;8.231038714;928582.7645;0.882187935;126.6109208;399;392;401;1.322591186;1.44140625;1.443033814;0.028728533;0.08123908;;;
550;1.503095362;11.22188728;929.7447606;3.135689845;1961695.573;1.950541626;129.7176156;484.6666565;472.6666565;482;1.349283814;1.471679688;1.48046875;-0.279916363;-0.193813575;;;
551;1.452867437;23.1336435;922.4027905;2.708366192;1969194.071;0.55960762;249.8280685;384.3333435;373;378;1.314778686;1.428710938;1.433268189;-0.275471086;-0.264551038;;;
552;1.520288239;13.31038778;940.524644;8.164644074;1171120.892;0.727045776;193.5789113;477;475.6666565;481;1.362304688;1.490885377;1.497070313;-0.174453796;-0.165887616;;;
553;1.538001903;15.85491201;900.6509862;9.364822708;1695530.35;1.816405688;80.00488702;409.3333435;424.3333435;430;1.385091186;1.512369752;1.513997436;-0.086443557;0.011878281;;;
554;1.488906585;17.90004875;925.5033115;2.104002982;590041.7709;0.514290742;240.4087972;389.3333435;415.3333435;425;1.337239623;1.464518189;1.466471314;-0.244353409;-0.171275567;;;
555;1.501428861;19.03217263;905.1093475;2.909176172;1285070.594;1.512685183;266.9972803;393;394.3333435;395.3333435;1.350260377;1.473958373;1.477864623;-0.247666893;-0.176737788;;;
556;1.536198001;10.17919141;904.4452487;8.19354962;1019376.9;1.03084301;106.1601202;474.6666565;462;469;1.374348998;1.502278686;1.512044311;-0.035228964;-0.022116027;;;
557;1.506225929;13.76975442;929.7944243;6.526968161;1324949.847;1.008169236;164.1783498;465.6666565;467;472;1.355794311;1.478841186;1.483072877;-0.176518404;-0.161512198;;;
558;1.544762209;12.79846547;901.2224857;8.945547538;909489.7871;1.399645687;116.0603218;445.3333435;445.6666565;454;1.385416627;1.512369752;1.518880248;-0.10537887;-0.037671677;;;
559;1.523003945;19.82483226;929.0350977;3.370184675;1847642.766;1.854886256;158.328665;402.6666565;423.3333435;429;1.374023438;1.497070313;1.5;-0.246373845;-0.21299173;;;
560;1.512851975;19.48283804;903.6546472;9.01355971;683942.6104;1.593403424;237.9787587;382;373.3333435;383.3333435;1.357747436;1.485351563;1.488606811;-0.102903654;-0.107864901;;;
561;1.47492064;23.15518941;933.131911;4.067282149;1762350.343;0.196581289;187.9320001;400.6666565;394.6666565;400;1.334635377;1.447916627;1.454101563;-0.14061206;-0.091900519;;;
562;1.514295128;11.10990622;903.9098184;6.823367696;1832254.668;1.855961959;207.9642857;459.3333435;452.6666565;464;1.359700561;1.484049439;1.490234375;-0.28204101;-0.267894942;;;
563;1.459503416;12.91372464;949.1990904;3.78892166;1334995.838;1.08021911;167.8167308;484;482.3333435;485;1.312174439;1.430664063;1.437825561;-0.338172083;-0.227782216;;;
564;1.545667154;13.41704577;923.1268421;4.703639307;1215260.002;1.79667742;194.5063386;462;461;469;1.380859375;1.514973998;1.520182252;-0.334728181;-0.260724586;;;
565;1.491086529;16.4687962;910.3161583;2.360087692;1728140.465;0.46355907;181.4825719;406.6666565;421.6666565;431;1.342447877;1.464518189;1.469075561;-0.342285454;-0.343258224;;;
566;1.489222543;12.01929885;904.2614441;9.423948965;1644753.115;1.278928107;115.4744041;454.6666565;456;461;1.33984375;1.458984375;1.466145873;-0.153653187;-0.059455839;;;
567;1.473246741;22.04678199;919.8195973;3.010038803;821946.1781;1.121225688;182.9631429;390.3333435;377.6666565;390.3333435;1.332356811;1.450195313;1.451822877;-0.253040115;-0.215715129;;;
568;1.491216362;10.03833417;927.4405339;2.696418184;1628535.331;0.170408858;151.9370392;479.6666565;469.6666565;481;1.334960938;1.451822877;1.467122436;-0.394839009;-0.416975699;;;
569;1.545990274;24.02708435;936.7139116;8.065726025;1220068.791;0.131527346;190.1402239;402.3333435;395;402;1.394205689;1.513671875;1.521158814;-0.032640667;-0.024169429;;;
570;1.517777059;22.38723792;917.0337409;6.847827962;1716204.448;1.979092269;101.3736055;390;385.3333435;390;1.369791627;1.492513061;1.495768189;-0.016215327;0.046204592;;;
571;1.536366218;24.74453719;926.4205247;8.398824925;1383448.057;0.50308984;279.5147607;393.6666565;369.6666565;372;1.382161498;1.507486939;1.514322877;-0.173917259;-0.168408291;;;
572;1.528492503;16.71917462;916.0494843;8.539591358;521017.7137;0.812512178;104.7877227;416.3333435;432.6666565;440;1.373697877;1.502929688;1.505859375;0.104452625;0.08981102;;;
573;1.535343457;21.07766708;947.6472116;6.203005464;1162682.45;0.718999167;96.24505279;419.3333435;439.6666565;446;1.381835938;1.509440064;1.51171875;0.060102263;0.070903568;;;
574;1.455680007;15.23519018;919.755541;9.130741125;1505977.839;0.188788756;226.1911524;430.6666565;440.3333435;448;1.314453125;1.427083373;1.434570313;-0.095117568;-0.061790596;;;
575;1.480497972;24.91484483;940.0647212;6.544779959;1059438.772;1.277531315;134.0073252;397.6666565;389;397;1.337565064;1.458007813;1.459960938;0.010357827;0.036894272;;;
576;1.522530884;15.80014491;903.3060853;6.349159849;1033730.453;1.369204907;171.7698154;407;420.3333435;430;1.370442748;1.496744752;1.499674439;-0.151248785;-0.146763664;;;
577;1.501041039;17.3828348;918.2543561;2.160049345;794298.9206;1.629678886;176.609293;407.6666565;418.6666565;431.3333435;1.357096314;1.479166627;1.478515625;-0.380021223;-0.261063701;;;
578;1.493818975;14.04209293;944.6554587;5.410752104;848673.694;1.232164257;199.4532352;474;471;480;1.341471314;1.468098998;1.471354127;-0.273227776;-0.294231769;;;
579;1.509995874;24.42954569;909.7072235;6.654152673;844814.0988;1.60991315;292.4827378;377;333.3333435;343;1.360026002;1.484700561;1.48828125;-0.175844661;-0.128347376;;;
580;1.45411028;20.60518119;905.9301969;2.168431716;1718078.234;1.098370584;255.7690669;383;359;372;1.315429688;1.430989623;1.434244752;-0.190586628;-0.109031878;;;
581;1.538419428;17.67703954;949.5991486;9.270289842;1630724.3;1.726238755;139.3781624;456;466.3333435;471;1.383463502;1.511067748;1.514322877;-0.138405191;-0.07030278;;;
582;1.459336236;13.35442763;900.0683027;9.295998987;869474.1065;1.609187385;102.0151932;431.3333435;436;445;1.317382813;1.434244752;1.436848998;-0.072269327;0.030430716;;;
583;1.480895155;10.90946504;942.8723681;4.696072984;1209766.09;0.789838109;247.205994;478;465.3333435;478;1.328776002;1.451497436;1.458984375;-0.354995916;-0.338860877;;;
584;1.525322646;12.88552618;949.5155761;3.735306873;1356082.931;0.308426615;276.4002863;470;454;475;1.365234375;1.488606811;1.500651002;-0.361136738;-0.344295194;;;
585;1.520410914;12.32330153;947.145946;2.384558605;1869759.525;1.118480952;274.6400178;465.3333435;445;472.3333435;1.362955689;1.486653686;1.495442748;0.638192264;1.003461943;;;
586;1.510433538;20.38054097;910.7783095;5.006128886;1050649.217;0.374412974;227.1811564;390.3333435;381;391;1.360026002;1.483072877;1.487955689;-0.22744202;-0.202536986;;;
587;1.462981185;15.8753611;922.5637759;7.107577698;638745.5564;1.085263636;177.4911558;425.6666565;436.6666565;447;1.31640625;1.44140625;1.441731811;-0.088461675;-0.103071198;;;
588;1.464399209;12.29088529;906.6010176;8.822330286;1365323.087;0.44629488;294.7238599;430.6666565;417.6666565;439.3333435;1.318684936;1.434895873;1.442382813;-0.442794147;-0.42606272;;;
589;1.494507617;21.63646235;937.605726;3.650905516;796263.6536;1.401125475;239.0924047;425;410;414;1.348958373;1.470703125;1.472330689;-0.393402609;-0.316888871;;;
590;1.475183432;22.4216316;915.3361042;4.455629341;1313555.984;0.453596261;222.974457;380;371;379;1.331705689;1.449544311;1.453450561;-0.198996898;-0.178231807;;;
591;1.472855592;11.33825895;943.3436398;7.808164827;619699.0965;0.611599255;99.47754975;486;479.3333435;484.3333435;1.319986939;1.440755248;1.449869752;0.157597234;0.097267937;;;
592;1.498807783;11.26278997;913.0946518;3.602169983;519504.5488;1.675502144;192.3217132;462.6666565;442.3333435;463.3333435;1.344401002;1.471679688;1.474609375;-0.35396746;-0.265723229;;;
